1
231.9246,138.6917,55.1636,68.0072
231.3183,140.6997,56.3431,68.6732
238.3932,135.9301,57.5872,68.1257
237.4888,138.3614,58.4879,68.2904
237.0524,140.1672,59.3531,69.7068
235.7181,140.0952,60.0150,69.6905
232.4812,136.8905,61.9366,71.4908
228.6307,132.5898,61.9366,71.4908
227.6421,125.4480,61.9366,71.4908
224.6287,120.3628,61.9366,71.4908
221.8994,117.6815,61.9366,71.4908
219.8519,116.4137,61.9366,71.4908
197.1961,93.4732,61.9366,71.4908
192.7996,89.0821,61.9366,71.4908
192.8259,87.6044,61.9366,71.4908
193.2307,86.2013,61.7369,71.5516
193.9789,85.7396,61.4316,71.4340
194.4639,85.0457,60.9743,71.3080
195.5114,83.3198,60.9743,71.3080
195.0027,82.8834,60.9803,71.2326
195.4140,83.3505,60.7676,71.4229
195.8942,86.0939,60.4731,71.2869
197.7809,88.7326,60.1797,71.3491
198.3004,92.6236,59.8324,71.3169
199.1836,97.3178,59.4936,71.2972
199.9017,102.2764,59.3104,71.2495
202.4013,107.7171,59.1643,71.7954
206.1881,108.7279,58.7025,72.3711
207.4306,108.9181,58.9003,72.4613
208.5544,105.6789,58.8324,72.5640
209.9164,101.2718,58.5796,72.3646
211.9490,95.8224,58.2328,72.2565
212.3155,88.6488,57.8713,71.8333
214.2273,81.4097,57.6503,71.6440
215.5217,75.8932,57.4847,71.6071
216.1711,70.9298,57.6052,71.7269
217.8830,67.3189,57.6083,71.8865
219.5680,64.7794,57.7090,72.2172
220.8941,64.8145,57.8548,72.7399
221.8397,64.6562,57.8467,73.5462
222.5374,66.2128,57.7803,74.2217
222.9210,69.2419,58.0105,75.0903
222.9577,73.5283,58.3669,75.8291
223.6299,77.5214,58.5607,76.5616
223.7921,82.3578,58.7133,77.1528
225.0071,88.3407,58.5292,76.7113
227.1709,95.6679,58.3913,76.9801
229.4466,102.0388,58.2632,76.6044
230.5396,110.7015,57.8132,76.2041
232.7348,120.5058,57.6587,75.8994
235.4692,124.3488,56.9281,76.6166
237.3683,124.2776,56.2903,75.2789
240.8214,121.6203,55.5737,77.9140
240.5622,112.2627,56.0902,78.1978
243.3959,103.4515,56.1798,77.5927
245.4539,95.9045,56.2961,76.9341
246.5380,87.3845,55.9164,75.8732
247.1964,79.8947,55.2547,74.8251
248.0342,74.7229,55.2441,74.3806
248.8935,74.1611,55.2661,73.7696
250.0564,77.7797,54.9431,73.8037
250.1274,82.7244,54.6935,72.8751
250.8042,83.8376,55.3698,73.4098
252.5336,88.7796,55.6679,72.3761
252.9034,91.7334,55.7636,71.2725
251.7278,91.4327,55.6751,72.5686
252.5549,89.2041,55.4460,72.5429
253.2797,89.5975,55.4018,72.6791
253.6840,90.5980,55.3154,72.4956
255.1236,92.4368,55.2491,72.5075
255.3341,96.4358,55.2179,72.5430
255.5641,101.4179,55.3163,72.4420
255.9621,106.3795,55.5085,72.4326
255.2046,110.6845,56.2493,72.5241
255.2319,111.8502,57.9571,73.9399
255.2367,109.9533,59.0617,73.8236
256.4855,105.7258,59.3002,73.8168
256.6029,99.0575,59.4236,73.7417
257.4534,90.1502,59.7164,73.7442
259.1024,79.8588,59.7412,73.5410
260.2776,70.5067,59.4887,73.3467
261.4151,61.6988,59.5081,73.5004
262.1984,56.6847,59.6390,73.6328
263.5472,53.3956,59.6701,73.6949
264.2710,51.7473,59.4103,73.6552
264.9215,51.4611,59.1427,73.6666
266.2556,50.6639,58.9012,73.8037
267.2628,50.9150,58.5502,73.6599
268.5584,53.3097,58.1959,73.3197
269.2426,54.9855,57.7659,72.8517
270.0214,58.1477,57.3133,72.7773
269.9240,61.9135,57.0435,72.6900
270.2726,66.0766,57.1058,73.1523
269.6057,70.2717,57.1477,73.5778
268.2537,74.8469,57.4809,73.8859
265.3578,80.7846,57.9755,74.1121
262.4274,87.9007,58.7189,74.5424
258.7257,94.0553,59.3689,74.7890
259.7898,96.0096,59.3689,74.7890
260.0236,94.0485,59.3689,74.7890
256.7159,87.8163,59.7224,75.8377
252.6181,79.6742,59.7327,76.3800
250.4331,70.5097,59.1779,75.7373
251.7411,61.0006,58.5326,74.7872
252.0293,52.9743,58.4308,74.1344
251.9167,48.1020,58.5131,73.8919
254.4308,46.6080,58.9870,74.1658
255.6134,50.3691,59.1474,74.2596
257.6926,55.1815,59.3402,74.3803
258.9232,60.5129,59.3174,74.2679
259.6534,65.3366,59.3651,74.0539
259.5811,67.8739,59.4953,74.1736
259.6235,70.7533,59.8395,74.3208
258.8400,72.7957,59.7851,74.1064
257.5662,74.4364,60.0739,74.2413
255.3878,73.9384,60.5494,74.8278
254.1841,72.6369,61.1500,75.5556
252.6043,73.2879,61.2924,76.3060
250.0301,76.1421,61.8101,76.7705
249.2562,83.4544,61.9355,76.8440
248.8784,91.7225,63.3055,78.2442
250.2750,95.3187,63.3055,78.2442
251.9954,95.1556,63.3055,78.2442
251.7110,91.9681,63.3055,78.2442
255.2037,86.9031,63.3055,78.2442
256.5161,77.7403,63.5230,78.5541
258.5428,67.9726,63.7853,78.4083
261.3383,61.8574,63.3254,78.1234
262.9891,56.2385,63.1560,77.7285
266.3352,55.7213,62.7952,77.3618
268.6265,57.4308,62.6057,77.3945
272.0139,64.2561,62.5481,77.2706
274.4019,69.5116,62.5111,77.2530
276.2507,73.7981,62.0606,77.4491
276.4240,77.3844,61.7554,78.3539
277.1730,79.5645,61.6020,78.4193
