1
530.1889,195.3930,36.2319,34.4558
529.4301,202.0204,35.8322,34.7686
528.0042,210.1097,35.4964,34.3509
526.3036,216.9635,37.7248,34.7386
525.2610,226.4707,38.4070,31.8039
524.3705,229.8539,38.8664,35.7873
522.8818,232.5190,33.2039,38.7277
524.4926,236.1130,32.0362,39.1194
523.6992,237.7369,34.8751,41.8121
522.9457,242.6902,38.0709,37.9990
528.8364,243.4715,37.0380,39.0866
534.1670,243.9454,40.4456,40.4092
542.5496,244.6846,40.8904,42.4071
559.3345,263.0889,33.9281,26.7067
570.0233,265.4323,32.5622,26.0383
581.0485,266.4447,31.2995,24.7028
590.4399,269.6860,35.3277,22.3054
599.8107,271.5978,37.2730,22.0849
610.2455,274.3694,38.1957,21.0957
619.0800,276.5229,36.4548,20.0224
626.8149,280.1984,36.1561,17.9423
632.3627,281.2337,40.0960,18.8399
639.0209,283.6876,38.8257,15.9334
646.5893,285.9968,35.7625,14.8371
648.2906,287.0365,34.9321,13.7678
653.3253,289.2411,35.9193,11.9073
650.9352,291.2617,36.9204,13.8787
661.2135,291.9346,39.4446,16.5240
664.3748,290.6349,40.9213,15.6460
668.4213,289.3381,41.2295,13.8673
671.9976,289.6174,41.1005,14.8643
680.4617,286.4084,36.5705,18.3282
683.6993,284.8900,34.9041,19.2804
698.3329,283.4680,25.4857,10.6128
704.0945,281.3537,22.5927,10.5003
708.5159,277.8728,21.6100,11.2174
714.0087,274.8337,22.4593,11.6394
720.8345,271.0350,22.3013,11.2761
728.1929,265.7982,22.8880,11.7847
732.8015,259.1682,26.4399,13.4811
743.5657,254.2783,25.6114,15.1445
751.1333,249.6581,29.5927,16.3006
759.8336,245.0667,32.8975,13.4717
770.3604,240.0453,34.6831,13.5109
783.1578,235.8945,36.2893,12.3398
794.2563,230.7367,35.7599,13.8923
828.2200,224.0448,19.4201,16.5596
844.0478,220.3067,18.6016,17.1941
859.7764,217.4178,18.5453,16.2813
875.5195,213.7576,19.1563,15.5617
890.9545,210.9530,18.9358,13.8573
906.9164,206.1543,18.6420,13.5098
921.9127,201.6058,19.6298,13.8817
937.2850,196.7246,18.5869,14.2532
951.3288,191.6042,19.7354,13.2793
964.6262,184.4462,18.7055,13.1858
976.5396,176.8275,18.6175,14.0528
988.1116,171.8906,18.5691,13.1649
1000.4617,167.3764,18.2916,13.2126
1012.1949,164.5480,17.3718,13.0238
1023.2748,162.2718,18.0593,12.9746
1032.3699,160.2771,19.1427,17.1650
1040.1278,161.5887,20.5763,16.7252
1048.5654,167.8679,21.9778,15.5536
1055.9189,172.8088,21.9622,17.4527
1061.1842,171.7733,21.9047,17.0446
1065.2358,167.2010,22.4018,16.2264
