0.00012,0.000126,0.000119
0.22303,0.2087,0.20801
0.10636,0.10594,0.10794
0.10612,0.10595,0.10877
0.10604,0.10575,0.10882
0.10674,0.10652,0.10754
0.10624,0.1064,0.10731
0.10605,0.10621,0.10773
0.1092,0.10665,0.11021
0.10576,0.10564,0.10565
0.10633,0.10615,0.10862
0.10642,0.11396,0.10684
0.10622,0.10626,0.10747
0.10777,0.10553,0.10799
0.10604,0.10589,0.10812
0.10655,0.10618,0.10838
0.10648,0.1059,0.1066
0.10626,0.10621,0.10588
0.10632,0.10668,0.10718
0.10673,0.10662,0.1079
0.10669,0.10683,0.10878
0.10547,0.10508,0.10827
0.10759,0.10681,0.10863
0.10849,0.10607,0.10856
0.10687,0.10916,0.10886
0.10708,0.10748,0.10952
0.10684,0.10632,0.10956
0.10697,0.10658,0.10917
0.10777,0.10678,0.10679
0.1056,0.10499,0.10738
0.10703,0.10681,0.10775
0.1068,0.10672,0.10707
0.10633,0.10619,0.10898
0.10872,0.10593,0.10829
0.1064,0.10675,0.10799
0.10571,0.10588,0.1064
0.1058,0.10545,0.10539
0.10602,0.10547,0.10768
0.10612,0.10557,0.10836
0.10608,0.10598,0.10603
0.10659,0.10634,0.10783
0.10631,0.10969,0.10905
0.10659,0.10532,0.10652
0.10703,0.10778,0.10798
0.10904,0.10955,0.10899
0.10859,0.10671,0.10794
0.10701,0.10702,0.10641
0.10806,0.1065,0.10827
0.1068,0.10572,0.10744
0.10765,0.10604,0.10741
0.10661,0.10617,0.10609
0.10658,0.10666,0.10796
0.10621,0.10589,0.10688
0.10773,0.10662,0.10991
0.1126,0.10595,0.10784
0.11035,0.10616,0.10896
0.10763,0.10669,0.10665
0.10687,0.10604,0.10688
0.10666,0.10619,0.10934
0.10587,0.10623,0.10543
0.10702,0.10707,0.1073
0.10693,0.10644,0.10645
0.10633,0.10546,0.1055
0.10645,0.10598,0.10581
0.10641,0.10534,0.10659
0.10949,0.10905,0.1068
0.10644,0.10904,0.10615
0.10685,0.10628,0.10673
0.10655,0.10591,0.10835
0.1066,0.10628,0.10616
0.10662,0.10611,0.10669
0.10567,0.10559,0.10741
0.10644,0.10605,0.10916
0.10642,0.10651,0.10833
0.10712,0.10627,0.10644
0.1121,0.10694,0.10606
0.10792,0.1068,0.1072
0.11213,0.10682,0.10819
0.10732,0.10674,0.10821
0.10618,0.10786,0.10571
0.106,0.10606,0.1057
0.10635,0.10592,0.10641
0.10719,0.10706,0.10806
0.10695,0.1064,0.10705
0.10758,0.10614,0.10869
0.10609,0.10602,0.10843
0.10651,0.10629,0.10912
0.10892,0.10621,0.10942
0.10739,0.10653,0.108
0.10638,0.10557,0.10725
0.10662,0.10645,0.10817
0.10624,0.10569,0.10769
0.10709,0.1065,0.1097
0.10627,0.1063,0.10626
0.10651,0.10627,0.10753
0.10672,0.10631,0.10914
0.1063,0.10557,0.10851
0.10674,0.10604,0.1083
0.10639,0.10582,0.10844
0.10619,0.10569,0.10782
0.10665,0.10641,0.10668
0.10711,0.10656,0.10621
0.10934,0.10659,0.10804
0.10573,0.10519,0.10512
0.10629,0.106,0.10791
0.10732,0.10687,0.10664
0.10653,0.10601,0.10579
0.10717,0.10732,0.10718
0.10637,0.11887,0.10593
0.10644,0.10609,0.10707
0.10648,0.10623,0.10606
0.10619,0.10564,0.1067
0.10852,0.10685,0.10805
0.10691,0.10654,0.10846
0.10783,0.10658,0.10771
0.10706,0.10589,0.10746
0.10624,0.10601,0.10671
0.10652,0.10619,0.10851
0.10813,0.10659,0.10761
0.10734,0.10683,0.10962
0.10601,0.1058,0.10762
0.10657,0.10594,0.10583
0.10687,0.10724,0.1096
0.10696,0.1065,0.10904
0.11084,0.1055,0.10756
0.10668,0.10653,0.10799
0.10669,0.10654,0.10825
0.10661,0.10609,0.10787
0.10598,0.10573,0.10552
0.10672,0.10671,0.10661
0.5609,0.10612,0.10635
0.10606,0.10572,0.10754
0.10689,0.10536,0.10801
0.10648,0.10652,0.10716
0.10619,0.10618,0.10817
0.10665,0.10619,0.10809
0.10765,0.10611,0.10782
0.10654,0.10626,0.10788
0.10589,0.10548,0.10717
0.10598,0.10593,0.10765
0.10628,0.10631,0.10746
0.11073,0.10614,0.10785
0.1068,0.10609,0.10879
0.10653,0.10615,0.10826
0.10672,0.10827,0.10738
0.10688,0.10666,0.10883
0.10631,0.10592,0.10749
0.1063,0.13353,0.10595
0.1062,0.10944,0.10589
0.1063,0.10704,0.10821
0.10645,0.10662,0.10631
0.10816,0.10614,0.10717
0.10698,0.10667,0.10823
0.10879,0.10732,0.10917
0.10637,0.10617,0.10855
0.10572,0.10585,0.10798
0.10639,0.10742,0.10887
0.1067,0.10689,0.10635
0.10708,0.10754,0.10837
0.10569,0.10552,0.10701
0.10655,0.1064,0.10798
0.10671,0.10916,0.1103
0.10634,0.10903,0.10876
0.10933,0.10731,0.11049
0.10687,0.10637,0.10763
0.10641,0.10667,0.10662
0.10641,0.10665,0.10653
0.10637,0.10664,0.10816
0.1066,0.10666,0.10875
0.1056,0.10556,0.10605
0.10667,0.10624,0.10943
0.10623,0.10642,0.10752
0.1061,0.10599,0.10664
0.10871,0.10647,0.1079
0.1069,0.10661,0.10764
0.10633,0.10954,0.10637
0.10641,0.10794,0.10756
0.10662,0.10831,0.10833
0.10633,0.10791,0.10968
0.10619,0.10819,0.10601
0.10684,0.10847,0.1066
0.1127,0.10774,0.10645
0.10674,0.10878,0.10816
0.10677,0.10829,0.107
0.10934,0.10809,0.10752
0.10706,0.10726,0.10747
0.10658,0.10801,0.10828
0.10602,0.1077,0.10782
0.10716,0.10854,0.10814
0.10621,0.10797,0.10713
0.10652,0.10807,0.10659
0.1069,0.10843,0.10895
0.10731,0.10859,0.10845
0.10708,0.10885,0.10907
0.10783,0.10743,0.10822
0.10653,0.10745,0.10823
0.10633,0.10593,0.10768
0.10578,0.10548,0.10764
0.1064,0.10583,0.10887
0.10613,0.10549,0.10835
0.10678,0.10644,0.10856
0.10643,0.10596,0.10755
0.10613,0.10944,0.1057
0.10651,0.10718,0.10622
0.10653,0.108,0.10641
0.10927,0.10775,0.1063
0.10582,0.10752,0.10706
0.10569,0.10928,0.10621
0.1059,0.10602,0.10736
0.10718,0.10791,0.10568
0.10607,0.1076,0.10552
0.1079,0.10793,0.10614
0.10755,0.1055,0.10613
0.10716,0.10571,0.10617
0.10649,0.10596,0.10568
0.1093,0.1064,0.10552
0.10686,0.10658,0.1073
0.10861,0.10563,0.10676
0.1086,0.10608,0.10902
0.10817,0.10524,0.10767
0.10737,0.10625,0.10824
0.10588,0.10506,0.10584
0.10726,0.10579,0.10721
0.10641,0.10622,0.10913
0.10664,0.10591,0.10611
0.10729,0.10574,0.10646
0.10609,0.10515,0.1053
0.1099,0.10588,0.10728
0.10678,0.10602,0.10635
0.10591,0.10781,0.10532
0.10625,0.10687,0.10769
0.1064,0.10574,0.10566
0.10692,0.1064,0.10621
0.10577,0.10656,0.10515
0.10608,0.10573,0.1055
0.10665,0.10648,0.10594
0.10591,0.10539,0.1057
0.11031,0.10589,0.10582
0.10596,0.10559,0.10531
0.10643,0.10631,0.10588
0.10611,0.10581,0.10554
0.1058,0.10571,0.10546
0.10632,0.10771,0.10561
0.10565,0.10776,0.1054
0.1062,0.10992,0.10582
0.10635,0.10744,0.10927
0.10683,0.10818,0.1069
0.10625,0.10769,0.10653
0.10694,0.10749,0.10699
0.1063,0.1077,0.10565
0.10642,0.1076,0.10709
0.10557,0.10504,0.10553
0.10643,0.10603,0.10583
0.1056,0.10507,0.10485
0.10608,0.10565,0.10548
0.10525,0.10516,0.10565
0.10565,0.10544,0.10576
0.10616,0.10757,0.10553
0.10727,0.10768,0.1047
0.10623,0.10818,0.10633
0.10619,0.10757,0.10656
0.10625,0.10647,0.10613
0.10587,0.10661,0.10534
0.10631,0.10737,0.10579
0.10662,0.10831,0.10547
0.1057,0.10766,0.1055
0.10566,0.10786,0.1054
0.10526,0.10809,0.10548
0.10615,0.10823,0.10573
0.10911,0.10693,0.10806
0.10608,0.10759,0.10621
0.10664,0.10877,0.10761
0.10659,0.1082,0.10575
0.10577,0.10775,0.10666
0.10658,0.1081,0.10621
0.10615,0.10748,0.10602
0.10669,0.10803,0.10645
0.10647,0.10843,0.10601
0.10674,0.10888,0.10647
0.10568,0.1078,0.10555
0.10623,0.10811,0.1063
0.10653,0.10853,0.10618
0.1059,0.10769,0.10544
0.10595,0.10631,0.10583
0.10618,0.10788,0.10595
0.10928,0.10593,0.10593
0.10717,0.10774,0.10726
0.10545,0.10748,0.10704
0.10721,0.10838,0.10605
0.10669,0.10773,0.10544
0.10623,0.10822,0.10607
0.10572,0.10807,0.10563
0.10574,0.10799,0.10579
0.10625,0.10833,0.10807
0.10519,0.10712,0.10555
0.10962,0.10805,0.10574
0.10653,0.10829,0.10609
0.10546,0.10545,0.1054
0.10565,0.10568,0.10571
0.10594,0.10603,0.1059
0.10501,0.10527,0.10718
0.10621,0.10617,0.10647
0.10544,0.10583,0.10626
0.10592,0.10575,0.10577
0.10706,0.10641,0.10788
0.11261,0.10576,0.10801
0.10558,0.10585,0.10763
0.10579,0.10588,0.10835
0.10564,0.10531,0.10803
0.10557,0.10553,0.10649
0.10564,0.10546,0.10573
0.10581,0.10595,0.10742
0.10594,0.10625,0.10578
0.10654,0.10802,0.1074
0.10726,0.1063,0.10734
0.10611,0.10855,0.10592
0.10908,0.1079,0.10564
0.1061,0.10802,0.10611
0.10577,0.10773,0.10537
0.10604,0.10779,0.10626
0.10528,0.10644,0.10691
0.10597,0.10601,0.10743
0.10642,0.10671,0.10713
0.10574,0.10575,0.10721
0.10578,0.10606,0.10609
0.10544,0.10538,0.10841
0.10907,0.10536,0.10807
0.10593,0.10646,0.107
0.10596,0.10641,0.10613
0.10602,0.10874,0.10777
0.10603,0.10761,0.10756
0.10608,0.10852,0.1077
0.10569,0.10762,0.10559
0.11001,0.10801,0.10566
0.10576,0.10775,0.10812
0.10518,0.1066,0.10518
0.10977,0.10576,0.10577
0.10615,0.10587,0.10565
0.10591,0.10562,0.10625
0.10626,0.10805,0.10785
0.10625,0.10822,0.10792
0.10564,0.10899,0.10759
0.10551,0.10526,0.10664
0.10591,0.1055,0.10872
0.1059,0.10672,0.10744
0.10636,0.1063,0.1063
0.10589,0.106,0.10559
0.10683,0.10554,0.10525
0.1059,0.106,0.10566
