1
96.0000,25.0000,241.0000,25.0000,241.0000,170.0000,96.0000,170.0000
96.0000,20.0000,235.0000,20.0000,235.0000,159.0000,96.0000,159.0000
95.0000,17.0000,234.0000,17.0000,234.0000,156.0000,95.0000,156.0000
93.0000,21.0000,232.0000,21.0000,232.0000,160.0000,93.0000,160.0000
94.0000,26.0000,236.0000,26.0000,236.0000,168.0000,94.0000,168.0000
108.0000,25.0000,247.0000,25.0000,247.0000,164.0000,108.0000,164.0000
106.0000,21.0000,250.0000,21.0000,250.0000,165.0000,106.0000,165.0000
103.0000,17.0000,247.0000,17.0000,247.0000,161.0000,103.0000,161.0000
108.0000,19.0000,252.0000,19.0000,252.0000,163.0000,108.0000,163.0000
107.0000,17.0000,257.0000,17.0000,257.0000,167.0000,107.0000,167.0000
112.0000,14.0000,265.0000,14.0000,265.0000,167.0000,112.0000,167.0000
115.0000,14.0000,275.0000,14.0000,275.0000,174.0000,115.0000,174.0000
125.0000,18.0000,278.0000,18.0000,278.0000,171.0000,125.0000,171.0000
131.0000,20.0000,281.0000,20.0000,281.0000,170.0000,131.0000,170.0000
135.0000,24.0000,282.0000,24.0000,282.0000,171.0000,135.0000,171.0000
139.0000,25.0000,281.0000,25.0000,281.0000,167.0000,139.0000,167.0000
138.0000,24.0000,288.0000,24.0000,288.0000,174.0000,138.0000,174.0000
146.0000,26.0000,293.0000,26.0000,293.0000,173.0000,146.0000,173.0000
149.0000,26.0000,299.0000,26.0000,299.0000,176.0000,149.0000,176.0000
157.0000,26.0000,307.0000,26.0000,307.0000,176.0000,157.0000,176.0000
163.0000,33.0000,307.0000,33.0000,307.0000,177.0000,163.0000,177.0000
167.0000,34.0000,306.0000,34.0000,306.0000,173.0000,167.0000,173.0000
164.0000,27.0000,308.0000,27.0000,308.0000,171.0000,164.0000,171.0000
155.0000,26.0000,302.0000,26.0000,302.0000,173.0000,155.0000,173.0000
158.0000,24.0000,305.0000,24.0000,305.0000,171.0000,158.0000,171.0000
160.0000,27.0000,304.0000,27.0000,304.0000,171.0000,160.0000,171.0000
159.0000,6.0000,298.0000,6.0000,298.0000,145.0000,159.0000,145.0000
154.0000,1.0000,296.0000,1.0000,296.0000,143.0000,154.0000,143.0000
147.0000,-2.0000,286.0000,-2.0000,286.0000,137.0000,147.0000,137.0000
155.0000,-6.0000,286.0000,-6.0000,286.0000,125.0000,155.0000,125.0000
146.0000,-17.0000,277.0000,-17.0000,277.0000,114.0000,146.0000,114.0000
148.0000,-29.0000,279.0000,-29.0000,279.0000,102.0000,148.0000,102.0000
144.0000,-39.0000,275.0000,-39.0000,275.0000,92.0000,144.0000,92.0000
144.0000,-48.0000,272.0000,-48.0000,272.0000,80.0000,144.0000,80.0000
139.0000,-56.0000,265.0000,-56.0000,265.0000,70.0000,139.0000,70.0000
140.0000,-67.0000,266.0000,-67.0000,266.0000,59.0000,140.0000,59.0000
144.0000,-72.0000,265.0000,-72.0000,265.0000,49.0000,144.0000,49.0000
135.0000,-84.0000,258.0000,-84.0000,258.0000,39.0000,135.0000,39.0000
134.0000,-95.0000,255.0000,-95.0000,255.0000,26.0000,134.0000,26.0000
121.0000,-159.0000,244.0000,-159.0000,244.0000,-36.0000,121.0000,-36.0000
