7.1e-05,0.000118,0.000122,0,0,0
0.005756,0.005936,0.005901,0,0,0
0.00391,0.003918,0.00391,0,0,0
0.003862,0.003899,0.00388,0,0,0
0.003864,0.003872,0.003864,0,0,0
0.003876,0.003881,0.003902,0,0,0
0.003864,0.003817,0.003881,0,0,0
0.003844,0.003905,0.003825,0,0,0
0.003753,0.003773,0.003742,0,0,0
0.003739,0.003741,0.003731,0,0,0
0.004222,0.004147,0.004146,0,0,0
0.004115,0.004079,0.004082,0,0,0
0.004089,0.004072,0.004064,0,0,0
0.004085,0.004071,0.004075,0,0,0
0.004081,0.004071,0.004136,0,0,0
0.004098,0.004082,0.004093,0,0,0
0.00409,0.00408,0.004087,0,0,0
0.004095,0.004079,0.004083,0,0,0
0.004086,0.004074,0.004068,0,0,0
0.004093,0.004098,0.004082,0,0,0
0.004082,0.004097,0.00408,0,0,0
0.003395,0.003416,0.003382,0,0,0
0.003447,0.003469,0.00344,0,0,0
0.003401,0.003416,0.003392,0,0,0
0.003751,0.003723,0.003706,0,0,0
0.003733,0.003747,0.003725,0,0,0
0.003706,0.003715,0.003695,0,0,0
0.003448,0.003425,0.003422,0,0,0
0.003694,0.003696,0.00372,0,0,0
0.003363,0.003372,0.003358,0,0,0
0.003422,0.003431,0.003409,0,0,0
0.003394,0.003404,0.003392,0,0,0
0.003342,0.003354,0.003336,0,0,0
0.003614,0.003629,0.003609,0,0,0
0.003602,0.003621,0.003675,0,0,0
0.003331,0.003354,0.003338,0,0,0
0.003409,0.003405,0.003401,0,0,0
0.003147,0.003149,0.003118,0,0,0
0.00353,0.003463,0.003457,0,0,0
0.003372,0.003339,0.003321,0,0,0
0.003349,0.003326,0.003312,0,0,0
0.003971,0.003976,0.003977,0,0,0
NaN,NaN,NaN,0,0,0
NaN,NaN,NaN,0,0,0
NaN,NaN,NaN,0,0,0
NaN,NaN,NaN,0,0,0
0.000126,0.000125,0.000125,0,0,0
0.003825,0.003785,0.003815,0,0,0
0.00204,0.002033,0.002044,0,0,0
0.002086,0.002115,0.002087,0,0,0
0.00208,0.002094,0.002094,0,0,0
0.002102,0.002077,0.002339,0,0,0
0.002093,0.002133,0.002081,0,0,0
0.002079,0.00207,0.002064,0,0,0
0.002068,0.002067,0.002052,0,0,0
0.002027,0.002041,0.002006,0,0,0
0.002023,0.002062,0.001985,0,0,0
0.002036,0.002037,0.001993,0,0,0
0.001997,0.002099,0.002003,0,0,0
0.002006,0.002037,0.002002,0,0,0
0.001994,0.00199,0.001991,0,0,0
0.002008,0.002017,0.002013,0,0,0
0.002019,0.002012,0.002012,0,0,0
0.002021,0.002024,0.002021,0,0,0
0.002022,0.00208,0.002025,0,0,0
0.002026,0.002103,0.002042,0,0,0
0.002025,0.002117,0.002027,0,0,0
0.002038,0.002139,0.002031,0,0,0
0.002035,0.002128,0.002031,0,0,0
0.002042,0.00212,0.002039,0,0,0
0.002037,0.002135,0.002039,0,0,0
0.002045,0.002066,0.002039,0,0,0
0.002032,0.002029,0.002034,0,0,0
NaN,NaN,NaN,0,0,0
NaN,NaN,NaN,0,0,0
NaN,NaN,NaN,0,0,0
NaN,NaN,NaN,0,0,0
0.000124,6.7e-05,6.9e-05,0,0,0
0.006997,0.005073,0.005155,0,0,0
0.005123,0.003523,0.003542,0,0,0
0.004917,0.003528,0.003524,0,0,0
0.003979,0.003935,0.003983,0,0,0
0.003896,0.003918,0.003915,0,0,0
0.003933,0.003933,0.003935,0,0,0
0.00433,0.004337,0.004332,0,0,0
0.004323,0.004338,0.004338,0,0,0
NaN,NaN,NaN,0,0,0
NaN,NaN,NaN,0,0,0
NaN,NaN,NaN,0,0,0
NaN,NaN,NaN,0,0,0
0.000124,0.000123,0.000133,0,0,0
0.004839,0.00468,0.0047,0,0,0
0.003332,0.003368,0.003381,0,0,0
0.003324,0.003305,0.003272,0,0,0
0.003209,0.003202,0.003179,0,0,0
0.003241,0.003235,0.003229,0,0,0
0.003285,0.003262,0.003273,0,0,0
0.003524,0.003485,0.003473,0,0,0
0.003248,0.0032,0.003194,0,0,0
0.003673,0.00367,0.003661,0,0,0
0.003634,0.003618,0.003622,0,0,0
0.003625,0.003641,0.003663,0,0,0
