1
259.7069,112.8701,114.9734,95.4399
257.3913,109.1190,115.3970,101.2055
257.5801,112.5532,116.8467,97.5089
254.4256,112.7812,120.1320,98.8701
255.2460,115.3070,124.5217,96.1036
249.8088,115.9638,130.0412,95.2699
249.5046,115.5284,129.4331,97.7819
248.2848,115.8294,135.0880,96.4583
244.9509,114.6789,140.7661,96.2235
245.7573,115.2396,141.3350,96.7343
252.5126,115.3139,133.8157,95.5229
252.4597,116.7146,135.7366,93.8898
252.7628,115.7814,151.4363,95.0638
247.6726,117.0426,156.3614,92.6353
265.3637,115.5408,136.6595,94.9825
265.3065,117.0405,136.4523,94.0156
265.3051,115.6722,136.3253,94.2053
288.7671,117.8358,118.9147,92.6298
287.7840,117.5217,124.2516,92.7562
286.8653,117.1587,132.0338,94.3335
285.0806,117.8243,131.9772,93.0145
283.7191,119.2007,139.2022,92.8406
286.2233,119.3084,140.8934,94.2612
289.3152,120.2083,144.9735,95.4103
285.6111,120.3911,140.8753,96.3108
285.7968,122.1664,147.9743,97.0012
284.5213,120.1397,137.5173,99.7145
286.6179,118.4946,130.2287,91.0770
281.3568,118.2012,131.2699,91.6009
277.6831,116.5591,132.2569,102.0227
274.1031,114.9075,137.9716,113.5335
273.0306,111.8863,128.8770,91.6933
272.9680,108.6776,127.0541,93.9207
270.6148,106.8305,127.5449,94.3777
266.0128,106.3143,132.8211,91.8853
265.1679,104.5929,133.5028,93.2856
263.8377,94.9792,132.0011,102.4373
263.4540,94.6709,127.3947,101.8080
259.8464,92.6976,131.5788,101.6475
252.6415,90.9362,130.0957,102.6840
253.4034,90.5112,133.1194,100.9557
249.1900,89.2126,137.8085,103.1368
245.3732,85.7603,136.2240,108.4671
241.7175,85.6214,142.0614,108.7706
240.6690,85.5798,142.8853,108.5101
238.4207,83.6649,145.7130,118.5158
238.4959,84.9952,144.0999,115.3984
241.4363,84.5436,131.5293,118.4452
241.7142,85.1550,128.9301,115.3315
231.4822,88.0951,139.5397,115.9737
232.2471,85.7756,139.4465,119.1080
229.5474,85.8448,140.0663,113.8441
228.9147,85.5988,142.1837,112.0352
228.6661,84.0891,141.5525,117.7500
233.1082,85.3117,136.1426,116.6271
230.0749,80.4343,138.0925,128.6072
231.3768,79.3275,133.9374,132.1741
2
0
0
0
0
1
350.9961,136.5915,106.7018,93.1034
344.9800,133.0606,110.8709,93.8915
341.8633,130.0653,109.5052,96.9235
